what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668944282
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1418668948931
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1418668952035
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.wordPrevious,1418668954001
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1418668954874
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1418668965981
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1418668966153
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1418668967027
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1418668968446
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1418668973721
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668975738
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668976316
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1418668976347
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668978815
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668982590
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668984306
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418668986490
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1418669006819
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418669007271
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418669008223
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1418669010032
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1418669012797
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418669033405
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1418669037247
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1418669047015
