what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419518578972
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419518667203
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419518669820
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419518964867
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419518967426
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419519097330
started,bundle,org.eclipse.wst.server.core,1.1.0.v20080530,org.eclipse.wst.server.core,1419519097768
started,bundle,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.ui,1419519097783
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419519098247
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419521795085
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419521795194
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419531512159
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1419531520287
started,bundle,org.eclipse.mylyn.pde.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.pde.ui,1419531520302
started,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1419531520318
closed,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1419531520521
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.exit,1419531521613
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1419531521800
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1419531521800
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1419531521831
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1419531521862
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1419531521862
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.301.v200805140145,org.eclipse.jst.server.websphere.core,1419531521909
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1419531521925
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1419531521956
