what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.300.v200805152207,org.eclipse.jst.jsp.core.jspsource.source,1422258378919
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258381121
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258414437
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1422258420279
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258429688
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258431055
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258462599
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258478028
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258479696
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258566017
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422258569482
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422268585150
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1422268585163
activated,editor,org.eclipse.jst.jsp.ui,1.1.300.v200805152207,org.eclipse.jst.jsp.core.jspsource.source,1422268587098
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422268600971
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269009293
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1422269013737
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269025057
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269025906
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1422269025914
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269028360
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269048871
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269050589
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1422269056946
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.navigate.openResource,1422269056959
