what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1390996985264
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1390996988032
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1390997001946
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997003112
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997111435
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997112617
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997183761
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997203967
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997277337
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1390997288720
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1390997290243
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1390997303888
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1390997305300
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.wordPrevious,1390997316828
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.wordPrevious,1390997317038
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.wordPrevious,1390997317227
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.wordPrevious,1390997317433
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1390997320247
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997320713
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997351039
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997364600
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997408767
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1390997409090
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1391005390446
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1391005392635
