what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1380999926354
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1380999927874
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1380999931641
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1380999931773
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1380999932435
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000630372
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1381000632702
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1381000635048
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1381000636500
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1381000643887
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000645770
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000680109
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1381000684764
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1381000685060
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1381000685767
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000686294
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000725312
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1381000727213
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1381000727958
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000728482
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381000985959
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1381000992401
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1381000994056
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381001000594
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1381001006520
