what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.4.0.v20080603-2000,org.eclipse.ltk.core.refactoring,1413829136195
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring,1413829136200
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1413829136330
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1413829139240
started,bundle,org.eclipse.wst.command.env.ui,1.1.0.v200805140415,org.eclipse.wst.command.env.ui,1413829154583
started,bundle,org.eclipse.wst.common.environment,1.0.201.v200805140020,org.eclipse.wst.common.environment,1413829154608
started,bundle,org.eclipse.wst.command.env,1.0.305.v200805281530,org.eclipse.wst.command.env,1413829154618
started,bundle,org.eclipse.jst.ws.consumption.ui,1.1.0.v200806050222,org.eclipse.jst.ws.consumption.ui,1413829154628
started,bundle,org.eclipse.jst.ws.consumption,1.0.304.v200805140330,org.eclipse.jst.ws.consumption,1413829154663
started,bundle,org.eclipse.wst.ws,1.1.0.v200805140300,org.eclipse.wst.ws,1413829154678
started,bundle,org.eclipse.wst.ws.parser,1.0.202.v200805140300,org.eclipse.wst.ws.parser,1413829154688
started,bundle,org.eclipse.jst.ws,1.0.304.v200805140230,org.eclipse.jst.ws,1413829154708
started,bundle,org.eclipse.wst.server.core,1.1.0.v20080530,org.eclipse.wst.server.core,1413829154828
started,bundle,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.ui,1413829154868
started,bundle,org.eclipse.wst.wsdl,1.1.200.v200805140300,org.eclipse.wst.wsdl,1413829154898
started,bundle,org.eclipse.wst.ws.ui,1.1.0.v200805140300,org.eclipse.wst.ws.ui,1413829154943
started,bundle,org.eclipse.jst.j2ee.web,1.1.200.v200806051600,org.eclipse.jst.j2ee.web,1413829154953
started,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.305.v200805140230,org.eclipse.jst.ws.axis.creation.ui,1413829154988
started,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.303.v200805140230,org.eclipse.jst.ws.axis.consumption.ui,1413829154993
started,bundle,org.eclipse.jst.ws.ui,1.0.302.v200805140230,org.eclipse.jst.ws.ui,1413829154998
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1413829159383
started,bundle,org.eclipse.xsd,2.4.0.v200806091234,org.eclipse.xsd,1413829161738
started,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.304.v200805140230,org.eclipse.jst.ws.axis.consumption.core,1413829162378
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1413829256993
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1413829306087
